CodeLevel1|DescriptionLevel1|CodeLevel2|DescriptionLevel2|CodeLevel3|DescriptionLevel3|CodeLevel4|DescriptionLevel4|ID|CustomCodeLevel1|CustomDescriptionLevel1|CustomCodeLevel2|CustomDescriptionLevel2|CustomCodeLevel3|CustomDescriptionLevel3|CustomCodeLevel4|LanguageCode
00|Computadoras|0001|Computadoras de Escritorio|DESKTP|Computadoras de Escritorio|SYST|Sistema|||||||||es-MX
00|Computadoras|0001|Computadoras de Escritorio|I-COMP|Barebones Unidades (Computador y Monitor)|SYST|Sistema|||||||||es-MX
00|Computadoras|0001|Computadoras de Escritorio|SFF|Forma Pequeña/ Sistemas Ultra Slim|SYST|Sistema|||||||||es-MX
00|Computadoras|0001|Computadoras de Escritorio|TOWER|Sistemas de Torre|SYST|Sistema|||||||||es-MX
00|Computadoras|0004|Workstations|W-CORE|Estación de Trabajo Intel Core 2|SYST|Sistema|||||||||es-MX
00|Computadoras|0004|Workstations|W-ITAN|Workstation (Itanium)|SYST|Sistema|||||||||es-MX
00|Computadoras|0004|Workstations|W-OPT|Opteron-Based Workstation|SYST|Sistema|||||||||es-MX
00|Computadoras|0004|Workstations|W-P4|P4-Based Workstation|SYST|Sistema|||||||||es-MX
00|Computadoras|0004|Workstations|W-RISC|Workstation (RISC)|SYST|Sistema|||||||||es-MX
00|Computadoras|0004|Workstations|W-XEON|Workstation (XEON)|SYST|Sistema|||||||||es-MX
00|Computadoras|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|BOPT|Opciones Servidor Blade|2197|A1012|Servidores|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|BOPT|es-MX
00|Computadoras|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|CABL|Cable|2193|A1012|Servidores|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|CABL|es-MX
00|Computadoras|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|EOPT|Opciones Servidor Blade|2194|A1012|Servidores|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|EOPT|es-MX
00|Computadoras|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|PWR|Suministro de Poder o Adaptador|2195|A1012|Servidores|0005|Servidores para computadora|B-CPNT|Componentes Blade p/ Servidores|PWR|es-MX
00|Computadoras|0005|Servidores para computadora|P-SVR|Pedestal (Torre) Servidores|SYST|Sistema|2198|A1012|Servidores|0005|Servidores para computadora|D1001|Servidores Torre|SYST|es-MX
00|Computadoras|0005|Servidores para computadora|RM-SVR|Servidores Montables|SYST|Sistema|2196|A1012|Servidores|0005|Servidores para computadora|RM-SVR|Servidores Montables|SYST|es-MX
00|Computadoras|0011|Computadoras Portátiles (notebooks)|NETBK|Netbooks|SYST|Sistema|1110|00|Computadoras|C10011|Computadoras Portátiles|NETBK|Netbooks|SYST|es-MX
00|Computadoras|0011|Computadoras Portátiles (notebooks)|NOTEBK|Notebooks|SYST|Sistema|1108|00|Computadoras|C10011|Computadoras Portátiles|NOTEBK|Notebooks|SYST|es-MX
00|Computadoras|0011|Computadoras Portátiles (notebooks)|TAB-PC|Tablets para PCs|SYST|Sistema|1099|00|Computadoras|C10057|Tablets - Notebook 2 en 1|TAB-PC|Tablets para PCs|SYST|es-MX
00|Computadoras|0011|Computadoras Portátiles (notebooks)|TABSYS|Tablet Slate|SYST|Sistema|1109|00|Computadoras|C10004|Tablets|TABSYS|Tablet Slate|SYST|es-MX
00|Computadoras|0032|Barebones|BB-NB|Barebones Notebooks|SYST|Sistema|||||||||es-MX
00|Computadoras|0032|Barebones|BB-PC|Barebones PC|DESK|Desktop Form Factor|||||||||es-MX
00|Computadoras|0032|Barebones|BB-PC|Barebones PC|INTG|Monitor y PC integradas|||||||||es-MX
00|Computadoras|0032|Barebones|BB-PC|Barebones PC|SFF|Small Form Factor|||||||||es-MX
00|Computadoras|0032|Barebones|BB-PC|Barebones PC|TWR|Tower Case|||||||||es-MX
00|Computadoras|0032|Barebones|BB-PC|Barebones PC|USD|Ultra Slim Desktop Form Factor|||||||||es-MX
00|Computadoras|0032|Barebones|BB-SVR|Barebones Servidores|RM|Rackmount Form Factor|||||||||es-MX
00|Computadoras|0032|Barebones|BB-SVR|Barebones Servidores|TWR|Tower Case|||||||||es-MX
00|Computadoras|0034|Thin Clients & Terminales|A-CLNT|Computadoras (All In One)|TERM|Terminales|2407|00|Computadoras|C10038|Thin Clients y Terminales|A-CLNT|Computadoras (All In One)|TERM|es-MX
00|Computadoras|0034|Thin Clients & Terminales|T-CLNT|Terminales Thin Client|TERM|Terminales|2408|00|Computadoras|C10038|Thin Clients y Terminales|T-CLNT|Terminales Thin Client|TERM|es-MX
00|Computadoras|0034|Thin Clients & Terminales|TERM-C|Componentes p/ Terminales|PWR|Suministro de Poder o Adaptador|||||||||es-MX
00|Computadoras|0034|Thin Clients & Terminales|TERM|Terminales de Uso General|TERM|Terminales|2406|00|Computadoras|C10038|Thin Clients y Terminales|TERM|Terminales de Uso General|TERM|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|GEN|Generadores|PERP|Periférico|2448|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|GEN|Generadores|PERP|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|INVERT|Invertidores de Energía|ACCS|Accesorio|2528|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|INVERT|Invertidores de Energía|ACCS|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|INVERT|Invertidores de Energía|PERP|Periférico|2437|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|INVERT|Invertidores de Energía|PERP|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|LINE-C|Estabilizadores de Voltaje|ACCS|Accesorio|2530|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|LINE-C|Estabilizadores de Voltaje|ACCS|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|PDU|Unidades Distribuidores de Energía (PDUS) y Componentes|CPNT|Componentes|2459|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|PDU|Unidades Distribuidores de Energía (PDUS) y Componentes|CPNT|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|PDU|Unidades Distribuidores de Energía (PDUS) y Componentes|PERP|Periférico|2451|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|PDU|Unidades Distribuidores de Energía (PDUS) y Componentes|PERP|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|STRIP|Power Strips|PERP|Periférico|2457|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|STRIP|Power Strips|PERP|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|SURGE|Protectores Contra Sobretensiones|CPNT|Componentes|2529|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|SURGE|Protectores Contra Sobretensiones|CPNT|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|SURGE|Protectores Contra Sobretensiones|PERP|Periférico|2453|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|SURGE|Protectores Contra Sobretensiones|PERP|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPS-B|Baterías UPS|BATT|Batería|2460|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPS-B|Baterías UPS|BATT|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPS-C|Componentes UPS|BOOK|Documentación|2527|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPS-C|Componentes UPS|BOOK|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPS-C|Componentes UPS|CPNT|Componentes|2454|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPS-C|Componentes UPS|CPNT|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPS-M|Gestión UPS|CPNT|Componentes|2452|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPS-M|Gestión UPS|CPNT|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPS-M|Gestión UPS|CTLR|Tarjeta de Control|2444|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPS-M|Gestión UPS|CTLR|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPSCBL|Cables p/ UPS's|CABL|Cable|2442|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPSCBL|Cables p/ UPS's|CABL|es-MX
01|Protección Eléctrica|0101|Equipamiento de Energia|UPS|Sistemas de Alimentación Ininterrumpida|PERP|Periférico|2456|A1014|Protección Eléctrica|C10054|Equipamiento de Energía|UPS|Sistemas de Alimentación Ininterrumpida|PERP|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|DOOR|Puertas para Racks|2439|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|DOOR|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|DRWR|Drawers para Racks|2443|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|DRWR|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|FAN|Cooling/Exhaust Fan|2450|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|FAN|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|LOCK|Dispositivo de Seguridad|2438|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|LOCK|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|MNT|Rieles de Montaje, Soportes o Lazos|2461|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|MNT|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|PANL|Paneles para Racks|2455|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|PANL|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|PROB|Temperatura/ Sondas de Humedad|2458|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|PROB|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|RKEY|Teclados para Montaje en Rack|2447|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|RKEY|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|RMON|Monitor/Consola de Montaje en Rack|2445|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|RMON|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|SHEL|Estantes p/Racks|2446|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|SHEL|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|STAB|Estabilizadores / Balastos p/Racks|2440|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK-C|Componentes de Cajas de Rack|STAB|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK|Cajas de Rack|4PST|4-Post Racks|2462|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK|Cajas de Rack|4PST|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK|Cajas de Rack|RACK|Caja p/Rack|2441|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK|Cajas de Rack|RACK|es-MX
01|Protección Eléctrica|0103|Equipamiento para Rack|RACK|Cajas de Rack|WALL|Rack para pared|2449|A1014|Protección Eléctrica|0103|Equipamiento para Rack|RACK|Cajas de Rack|WALL|es-MX
02|Dispositivos de Almacenamiento|0201|Floppy / Unidades de medios extraibles|FLOPPY|Floppy Drives|INT|Interno|570|A1005|Almacenamiento|0201|Floppy / Unidades de medios extraibles|FLOPPY|Floppy Drives|INT|es-MX
02|Dispositivos de Almacenamiento|0201|Floppy / Unidades de medios extraibles|MAGOPT|Dispositivos de Magneto Óptico|INT|Interno|572|A1005|Almacenamiento|0201|Floppy / Unidades de medios extraibles|MAGOPT|Dispositivos de Magneto Óptico|INT|es-MX
02|Dispositivos de Almacenamiento|0201|Floppy / Unidades de medios extraibles|REMOV|Unidades de Medios Extraíbles|EXT|Externo|573|A1005|Almacenamiento|0201|Floppy / Unidades de medios extraibles|REMOV|Unidades de Medios Extraíbles|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|1.8|Unidad 1.8 pulgadas|575|A1005|Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|1.8|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|3.5|Unidad 3.5 pulgadas|577|A1005|Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|3.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|EXT|Externo|578|A1005|Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|COMBHD|Discos Duros Multi Interface|INT|Interno|||||||||es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|1.8|Unidad 1.8 pulgadas|579|A1005|Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|1.8|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|2.5|Unidad 2.5 pulgadas|580|A1005|Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|2.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|3.5|Unidad 3.5 pulgadas|581|A1005|Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|3.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|EXT|Externo|582|A1005|Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|INT|Interno|583|A1005|Almacenamiento|0211|Discos Duros|EIDEHD|Discos Duros EIDE|INT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|1.8|Unidad 1.8 pulgadas|584|A1005|Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|1.8|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|3.5|Unidad 3.5 pulgadas|586|A1005|Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|3.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|EXT|Externo|587|A1005|Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIBRHD|Unidades de Disco Duro Fibre Channel|INT|Interno|||||||||es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|1.8|Unidad 1.8 pulgadas|588|A1005|Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|1.8|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|2.5|Unidad 2.5 pulgadas|589|A1005|Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|2.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|3.5|Unidad 3.5 pulgadas|590|A1005|Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|3.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|EXT|Externo|591|A1005|Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|FIREHD|Discos Duros Firewire|INT|Interno|||||||||es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|PCMCHD|Discos Duros PCMCIA|PCMC|Tarjeta o dispositivo PCMCIA|592|A1005|Almacenamiento|0211|Discos Duros|PCMCHD|Discos Duros PCMCIA|PCMC|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SASHD|SAS (Serial Attached SCSI) Discos Duros|1.8|Unidad 1.8 pulgadas|593|A1005|Almacenamiento|0211|Discos Duros|SASHD|SAS (Serial Attached SCSI) Discos Duros|1.8|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SASHD|SAS (Serial Attached SCSI) Discos Duros|3.5|Unidad 3.5 pulgadas|595|A1005|Almacenamiento|0211|Discos Duros|SASHD|SAS (Serial Attached SCSI) Discos Duros|3.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SASHD|SAS (Serial Attached SCSI) Discos Duros|EXT|Externo|596|A1005|Almacenamiento|0211|Discos Duros|SASHD|SAS (Serial Attached SCSI) Discos Duros|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|2.5|Unidad 2.5 pulgadas|599|A1005|Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|2.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|3.5|Unidad 3.5 pulgadas|600|A1005|Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|3.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|EXT|Externo|601|A1005|Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|INT|Interno|602|A1005|Almacenamiento|0211|Discos Duros|SATAHD|Discos Duros (SATA)|INT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SCSIHD|Discos Duros SCSI|2.5|Unidad 2.5 pulgadas|604|A1005|Almacenamiento|0211|Discos Duros|SCSIHD|Discos Duros SCSI|2.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|SCSIHD|Discos Duros SCSI|EXT|Externo|606|A1005|Almacenamiento|0211|Discos Duros|SCSIHD|Discos Duros SCSI|EXT|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|USBHD|Discos Duros USB|1.8|Unidad 1.8 pulgadas|608|A1005|Almacenamiento|0211|Discos Duros|USBHD|Discos Duros USB|1.8|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|USBHD|Discos Duros USB|2.5|Unidad 2.5 pulgadas|609|A1005|Almacenamiento|0211|Discos Duros|USBHD|Discos Duros USB|2.5|es-MX
02|Dispositivos de Almacenamiento|0211|Discos Duros|USBHD|Discos Duros USB|EXT|Externo|611|A1005|Almacenamiento|0211|Discos Duros|USBHD|Discos Duros USB|EXT|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|CABL|Cable|||||||||es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|CPNT|Componentes|||||||||es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|CTLR|Tarjeta de Control|||||||||es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|LICS|Licencia Software Retail|612|A1005|Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|LICS|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|MLIC|Software Mantenimiento/Sin Licencia|613|A1005|Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|MLIC|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|PERP|Periférico|614|A1005|Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|PERP|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|PWR|Suministro de Poder o Adaptador|||||||||es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|BK-ACL|Aceleradores de Respaldo|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|LIBRAR|Librerías|EXT|Externo|615|A1005|Almacenamiento|0221|Dispositivos de respaldo|LIBRAR|Librerías|EXT|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|LIBRAR|Librerías|INT|Interno|616|A1005|Almacenamiento|0221|Dispositivos de respaldo|LIBRAR|Librerías|INT|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|LIBRAR|Librerías|RM|Rackmount Form Factor|617|A1005|Almacenamiento|0221|Dispositivos de respaldo|LIBRAR|Librerías|RM|es-MX
02|Dispositivos de Almacenamiento|0221|Dispositivos de respaldo|TAPEDR|Cintas Magnéticas y Matrices (Arrays)|EXT|Externo|618|A1005|Almacenamiento|0221|Dispositivos de respaldo|TAPEDR|Cintas Magnéticas y Matrices (Arrays)|EXT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|BLURAY|Unidades Blu-Ray|INT|Interno|622|A1005|Almacenamiento|C10039|Media|BLURAY|Unidades Blu-Ray|INT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|CD/DVD|DVD / CD-RW Combo Unidades|EXT|Externo|623|A1005|Almacenamiento|C10039|Media|CD/DVD|DVD / CD-RW Combo Unidades|EXT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|CD|Dispositivos CD/CD-R/CD-RW|INT|Interno|626|A1005|Almacenamiento|C10039|Media|CD|Dispositivos CD/CD-R/CD-RW|INT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|CHANGE|Cambiadores CD / DVD|EXT|Externo|627|A1005|Almacenamiento|C10039|Media|CHANGE|Cambiadores CD / DVD|EXT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|CHANGE|Cambiadores CD / DVD|INT|Interno|628|A1005|Almacenamiento|C10039|Media|CHANGE|Cambiadores CD / DVD|INT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|DVD|DVD/DVD-R/DVD-RW Drives|INT|Interno|631|A1005|Almacenamiento|C10039|Media|DVD|DVD/DVD-R/DVD-RW Drives|INT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|JUKTWR|CD/DVD Maquinas de Discos y Torres|CPNT|Componentes|632|A1005|Almacenamiento|C10039|Media|JUKTWR|CD/DVD Maquinas de Discos y Torres|CPNT|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|JUKTWR|CD/DVD Maquinas de Discos y Torres|JUKE|Rocola|634|A1005|Almacenamiento|C10039|Media|JUKTWR|CD/DVD Maquinas de Discos y Torres|JUKE|es-MX
02|Dispositivos de Almacenamiento|0231|CD & DVD (media)|JUKTWR|CD/DVD Maquinas de Discos y Torres|TWR|Tower Case|635|A1005|Almacenamiento|C10039|Media|JUKTWR|CD/DVD Maquinas de Discos y Torres|TWR|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|BOOK|Documentación|637|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|BOOK|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|BZL|Bisel o Carátula Frontal|638|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|BZL|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|CABL|Cable|639|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|CABL|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|CHIP|Chip para Procesador|640|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|CHIP|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|CLUS|Kit Cluster|641|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|CLUS|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|CPNT|Componentes|642|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|CPNT|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|CROM|Software en CD-ROM|643|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|CROM|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|CTLR|Tarjeta de Control|644|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|CTLR|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|ENCL|Blade Enclosure|646|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|ENCL|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|FAN|Cooling/Exhaust Fan|647|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|FAN|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|MLIC|Software Mantenimiento/Sin Licencia|||||||||es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|MNT|Rieles de Montaje, Soportes o Lazos|650|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|MNT|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|PWR|Suministro de Poder o Adaptador|651|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|PWR|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|SLIC|Licencia Volumen c/Soporte|||||||||es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|TRAY|Bandeja de Unidad|652|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|TRAY|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-CP|Componentes NAS|UPG|Actualización Kit - Storage|653|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-CP|Componentes NAS|UPG|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-DS|Sistemas de Disco NAS|PERP|Periférico|654|A1005|Almacenamiento|C10037|Sistemas NAS|NAS-DS|Sistemas de Disco NAS|PERP|es-MX
02|Dispositivos de Almacenamiento|0237|Almacenamiento de Red|NAS-DS|Sistemas de Disco NAS|WRLS|Tarjeta de Red o Dispositivos|||||||||es-MX
